C_invoice,Numero documento,Lote,Monto
1588498,1135939,1229618, 39.00
1588495,1135938,1229616, 39.00
1588519,1135948,1229635, 78.00
1588550,1135965,1229667, 39.00
1588569,1135973,1229685, 39.00
1588574,1135977,1229690, 39.00
1588588,1135986,1229704, 39.00
1588586,1135984,1229699, 78.00
1588601,1135992,1229717, 39.00
1588610,1135995,1229726, 78.00
1588656,1136023,1229762, 78.00
1588664,1136026,1229778, 39.00
1588668,1136029,1229782, 78.00
1588669,1136030,1229785, 39.00
1588680,1136034,1229795, 156.00
1588735,1136061,1229851, 39.00
1588688,1136037,1229803, 195.00
1588696,1136042,1229811, 39.00
1588700,1136044,1229816, 39.00
1588703,1136045,1229819, 39.00
1588733,1136059,1229849, 39.00
1588743,1136067,1229861, 39.00
1588749,1136072,1229865, 39.00
1588750,1136073,1229866, 39.00
1588760,1136080,1229877, 39.00
1588792,1136099,1229908, 39.00
1588771,1136086,1229885, 39.00
1588772,1136087,1229888, 39.00
1588777,1136090,1229891, 117.00
1588798,1136101,1229915, 39.00
1588831,1136118,1229945, 78.00
1588834,1136121,1229948, 78.00
1588845,1136130,1229961, 39.00
1588871,1136147,1229984, 39.00
1588886,1136158,1229999, 78.00
1588874,1136149,1229987, 39.00
1588877,1136150,1229994, 39.00
1588883,1136155,1229996, 39.00
1588898,1136165,1230011, 39.00
1588936,1136186,1230049, 60.00
1588940,1136189,1230051, 39.00
1589723,1136506,1230642, 39.00
1589725,1136507,1230643, 39.00
1589047,1136243,1230156, 39.00
1589057,1136245,1230161, 78.00
1589371,1136418,1230463, 78.00
1589126,1136279,1230225, 39.00
1589152,1136291,1230245, 39.00
1589219,1136335,1230314, 39.00
1589211,1136328,1230305, 78.00
1589258,1136360,1230352, 117.00
1589269,1136367,1230364, 78.00
1589276,1136371,1230363, 39.00
1589338,1136402,1230430, 39.00
1589343,1136405,1230435, 39.00
1589372,1136419,1230465, 39.00
1589375,1136420,1230467, 39.00
1589398,1136434,1230492, 78.00
1589425,1136448,1230517, 39.00
1589424,1136447,1230516, 78.00
1589427,1136450,1230515, 78.00
1589472,1136473,1230557, 78.00
1589485,1136482,1230570, 39.00
1589488,1136484,1230572, 39.00
1589494,1136486,1230577, 39.00
1589563,1136492,1230605, 39.00
1589617,1136497,1230616, 39.00
1589685,1136502,1230629, 39.00
1589712,1136503,1230635, 39.00
1590023,1136542,1230706, 39.00
1590027,1136545,1230710, 78.00
1591091,1136685,1234251, 39.00
1590142,1136580,1231192, 39.00
1590153,1136582,1231351, 39.00
1590319,1136593,1232653, 78.00
1590340,1136595,1232900, 39.00
1590517,1136614,1234172, 156.00
1590631,1136627,1234186, 156.00
1591243,1136695,1234276, 78.00
1590660,1136633,1234195, 78.00
1590649,1136629,1234189, 39.00
1590657,1136632,1234193, 39.00
1590723,1136639,1234208, 39.00
1590722,1136638,1234207, 39.00
1590759,1136641,1234212, 39.00
1590837,1136657,1234222, 39.00
1590866,1136665,1234225, 39.00
1590961,1136676,1234236, 39.00
1591041,1136683,1234246, 78.00
1591112,1136686,1234255, 39.00
1591159,1136690,1234263, 39.00
1591364,1136700,1234300, 78.00
1591601,1136715,1234337, 39.00
1591717,1136723,1234356, 39.00
1591762,1136730,1234367, 39.00
1591808,1136735,1234375, 78.00
1591867,1136738,1234381, 39.00
1591861,1136737,1234382, 39.00
1592029,1136749,1234406, 39.00
1592338,1136778,1234456, 39.00
1592149,1136758,1234422, 78.00
1592308,1136777,1234453, 39.00
1592183,1136761,1234428, 39.00
1592186,1136763,1234432, 39.00
1592208,1136766,1234437, 39.00
1592223,1136769,1234441, 78.00
1592226,1136771,1234444, 39.00
1592235,1136772,1234445, 39.00
1592266,1136774,1234448, 39.00
1592351,1136779,1234457, 39.00
1592446,1136784,1234469, 78.00
1592457,1136785,1234471, 117.00
1592595,1136794,1234485, 156.00
1592825,1136814,1234517, 156.00
1592948,1136822,1234535, 39.00
1592928,1136819,1234533, 39.00
1592960,1136823,1234536, 39.00
1593013,1136825,1234544, 39.00
1593017,1136826,1234541, 75.00
1593118,1136837,1234558, 234.00
1593245,1136842,1234576, 39.00
1593296,1136848,1234585, 39.00
1593326,1136852,1234589, 39.00
1593395,1136856,1234600, 78.00
1593839,1136897,1234682, 39.00
1593997,1136907,1234710, 329.00
1594091,1136911,1234722, 39.00
1594092,1136912,1234723, 78.00
1594112,1136918,1234732, 39.00
1594114,1136920,1234734, 39.00
1594125,1136924,1234745, 60.00
1594140,1136935,1234760, 39.00
1594142,1136936,1234762, 39.00
1594146,1136939,1234766, 39.00
1594930,1137306,1235506, 117.00
1594191,1136962,1234811, 39.00
1594193,1136963,1234813, 39.00
1594197,1136966,1234816, 39.00
1594201,1136969,1234821, 45.00
1594219,1136977,1234840, 39.00
1594234,1136987,1234856, 39.00
1594256,1136991,1234876, 39.00
1594260,1136992,1234880, 39.00
1594284,1137003,1234904, 39.00
1594291,1137005,1234912, 39.00
1594321,1137010,1234942, 78.00
1594323,1137011,1234944, 78.00
1594325,1137012,1234946, 39.00
1594326,1137013,1234947, 39.00
1594362,1137029,1234983, 39.00
1594364,1137031,1234985, 39.00
1594372,1137036,1234993, 39.00
1594369,1137034,1234990, 39.00
1594390,1137047,1235013, 39.00
1594395,1137052,1235017, 39.00
1594407,1137058,1235029, 39.00
1594456,1137080,1235076, 39.00
1594487,1137092,1235107, 39.00
1594491,1137095,1235112, 39.00
1594511,1137107,1235132, 156.00
1594534,1137126,1235157, 78.00
1594531,1137123,1235152, 39.00
1594552,1137135,1235174, 78.00
1598074,1138096,1238535, 39.00
1594565,1137141,1235184, 39.00
1616573,1144330,1255603, 39.00
1594577,1137150,1235198, 39.00
1594606,1137162,1235221, 39.00
1594604,1137161,1235218, 39.00
1594608,1137164,1235223, 39.00
1594628,1137169,1235237, 39.00
1594639,1137175,1235248, 39.00
1594637,1137173,1235245, 39.00
1594659,1137183,1235265, 78.00
1594666,1137187,1235274, 78.00
1594665,1137186,1235272, 39.00
1594701,1137201,1235306, 39.00
1594744,1137227,1235342, 78.00
1594758,1137232,1235352, 39.00
1594774,1137236,1235364, 99.00
1594769,1137235,1235362, 39.00
1594776,1137238,1235367, 39.00
1594849,1137265,1235431, 117.00
1594854,1137267,1235434, 39.00
1594880,1137274,1235459, 78.00
1594883,1137275,1235462, 39.00
1594918,1137298,1235494, 78.00
1594973,1137332,1235545, 78.00
1594984,1137336,1235560, 78.00
1595017,1137357,1235591, 39.00
1595035,1137370,1235608, 39.00
1595049,1137379,1235613, 39.00
1595059,1137382,1235624, 39.00
1595055,1137381,1235626, 39.00
1595062,1137383,1235633, 39.00
1595270,1137491,1235832, 39.00
1595275,1137495,1235841, 39.00
1595277,1137496,1235843, 39.00
1595282,1137499,1235848, 78.00
1595289,1137503,1235854, 78.00
1595298,1137510,1235863, 45.00
1595323,1137521,1235888, 39.00
1595324,1137522,1235890, 39.00
1595330,1137526,1235895, 39.00
1595367,1137540,1235932, 39.00
1595384,1137545,1235944, 39.00
1595411,1137554,1235971, 39.00
1595417,1137557,1235976, 39.00
1595422,1137560,1235980, 39.00
1595433,1137564,1235991, 39.00
1595444,1137570,1236001, 78.00
1595454,1137572,1236008, 156.00
1595469,1137579,1236026, 39.00
1595483,1137588,1236042, 78.00
1595522,1137603,1236076, 198.00
1595538,1137610,1236091, 39.00
1595546,1137617,1236100, 39.00
1595605,1137635,1236151, 39.00
1595611,1137637,1236157, 39.00
1595623,1137641,1236170, 39.00
1595697,1137673,1236238, 39.00
1595626,1137643,1236172, 39.00
1595638,1137648,1236185, 39.00
1595686,1137665,1236228, 39.00
1595696,1137672,1236237, 39.00
1595702,1137675,1236244, 39.00
1595783,1137708,1236385, 117.00
1596012,1137717,1237438, 39.00
1596120,1137723,1237447, 78.00
1596216,1137727,1237458, 39.00
1596237,1137729,1237463, 39.00
1596291,1137731,1237468, 78.00
1596316,1137734,1237473, 78.00
1596453,1137748,1237489, 39.00
1596464,1137749,1237491, 39.00
1608586,1141844,1247780, 99.00
1596492,1137751,1237495, 234.00
1596957,1137777,1237557, 39.00
1597125,1137784,1237587, 39.00
1597144,1137788,1237605, 39.00
1597179,1137799,1237640, 39.00
1597195,1137804,1237657, 78.00
1597224,1137812,1237688, 156.00
1597267,1137827,1237728, 39.00
1597291,1137836,1237751, 39.00
1597292,1137837,1237752, 39.00
1597311,1137847,1237771, 39.00
1597303,1137842,1237762, 39.00
1597543,1137912,1238004, 117.00
1597323,1137854,1237780, 78.00
1597320,1137852,1237781, 39.00
1597326,1137855,1237786, 99.00
1597331,1137856,1237789, 156.00
1597344,1137860,1237804, 195.00
1597470,1137888,1237929, 39.00
1597465,1137885,1237924, 198.00
1597467,1137886,1237926, 78.00
1597481,1137893,1237943, 39.00
1597518,1137905,1237979, 78.00
1597559,1137917,1238022, 39.00
1597567,1137920,1238031, 39.00
1597578,1137925,1238041, 78.00
1597581,1137927,1238043, 198.00
1597585,1137929,1238049, 39.00
1597606,1137933,1238069, 39.00
1597611,1137936,1238075, 156.00
1597610,1137935,1238073, 39.00
1597639,1137942,1238103, 39.00
1597643,1137943,1238111, 39.00
1597686,1137953,1238152, 39.00
1597746,1137982,1238212, 99.00
1597783,1137987,1238249, 39.00
1597790,1137992,1238256, 39.00
1597793,1137994,1238260, 39.00
1597827,1138002,1238294, 198.00
1604744,1140473,1244042, 99.00
1597834,1138005,1238301, 78.00
1597841,1138009,1238308, 78.00
1597896,1138034,1238364, 30.00
1597909,1138039,1238376, 78.00
1597911,1138040,1238378, 78.00
1597914,1138042,1238381, 39.00
1597939,1138048,1238405, 396.00
1597954,1138052,1238420, 78.00
1597960,1138055,1238426, 49.00
1597970,1138060,1238436, 39.00
1597992,1138068,1238456, 39.00
1598010,1138073,1238475, 39.00
1598036,1138080,1238496, 99.00
1598039,1138081,1238501, 99.00
1598052,1138086,1238514, 39.00
1598054,1138087,1238516, 99.00
1598192,1138138,1238652, 99.00
1598213,1138148,1238675, 39.00
1598237,1138155,1238699, 39.00
1598241,1138158,1238702, 99.00
1598246,1138159,1238706, 39.00
1598262,1138163,1238724, 39.00
1598280,1138172,1238740, 156.00
1598323,1138185,1238786, 39.00
1598330,1138189,1238793, 39.00
1598334,1138190,1238798, 39.00
1598343,1138191,1238805, 99.00
1642349,1152359,1280702, 98.00
1598378,1138206,1238841, 49.00
1598388,1138211,1238849, 99.00
1598385,1138209,1238846, 117.00
1598395,1138214,1238859, 99.00
1598400,1138216,1238864, 39.00
1598437,1138227,1238902, 78.00
1598441,1138228,1238905, 78.00
1598445,1138231,1238909, 99.00
1598448,1138232,1238912, 99.00
1598451,1138234,1238914, 39.00
1598468,1138244,1238933, 39.00
1598480,1138249,1238945, 39.00
1598523,1138263,1238987, 39.00
1598605,1138285,1239073, 39.00
1613208,1143081,1252359, 99.00
1598653,1138298,1239122, 99.00
1598675,1138307,1239146, 39.00
1598673,1138306,1239144, 99.00
1599318,1138558,1239814, 39.00
1632274,1147366,1265079, 99.00
1598772,1138339,1239255, 39.00
1598777,1138342,1239262, 39.00
1598798,1138351,1239282, 78.00
1598808,1138353,1239294, 39.00
1598828,1138363,1239312, 99.00
1598838,1138368,1239322, 49.00
1598839,1138369,1239325, 49.00
1598845,1138370,1239329, 49.00
1598872,1138380,1239357, 99.00
1598878,1138382,1239364, 99.00
1616233,1144184,1255279, 99.00
1637571,1150984,1275831, 198.00
1598910,1138396,1239398, 39.00
1598915,1138398,1239403, 39.00
1598930,1138405,1239418, 39.00
1598929,1138404,1239413, 39.00
1598936,1138407,1239424, 99.00
1598962,1138414,1239451, 99.00
1598998,1138428,1239484, 78.00
1598999,1138429,1239487, 39.00
1599020,1138437,1239506, 117.00
1599095,1138468,1239584, 99.00
1599125,1138474,1239616, 78.00
1599158,1138491,1239647, 39.00
1599199,1138506,1239688, 98.00
1599210,1138513,1239699, 49.00
1599230,1138524,1239719, 98.00
1599270,1138534,1239761, 98.00
1599341,1138571,1239841, 78.00
1599399,1138603,1239905, 39.00
1599398,1138602,1239904, 98.00
1599439,1138620,1239946, 39.00
1605069,1140677,1244309, 99.00
1605072,1140679,1244311, 49.00
1599695,1138698,1240208, 99.00
1599703,1138701,1240216, 198.00
1599727,1138708,1240239, 39.00
1599748,1138716,1240260, 39.00
1599844,1138749,1240362, 147.00
1599846,1138750,1240364, 49.00
1599863,1138755,1240383, 39.00
1599893,1138765,1240415, 39.00
1599902,1138768,1240422, 234.00
1599900,1138767,1240420, 39.00
1599948,1138787,1240470, 39.00
1599979,1138796,1240501, 39.00
1599993,1138798,1240514, 198.00
1600006,1138802,1240531, 234.00
1600109,1138848,1240636, 156.00
1600125,1138855,1240652, 198.00
1600139,1138863,1240667, 39.00
1600162,1138869,1240689, 99.00
1600286,1138932,1240813, 99.00
1608627,1141870,1247821, 147.00
1600353,1138952,1240880, 78.00
1600375,1138956,1240902, 39.00
1600395,1138968,1240922, 39.00
1600412,1138978,1240939, 78.00
1600413,1138979,1240940, 78.00
1600441,1139001,1240970, 39.00
1600455,1139010,1240984, 39.00
1600495,1139032,1241024, 39.00
1604843,1140530,1244126, 99.00
1600621,1139093,1241150, 39.00
1600625,1139096,1241153, 39.00
1600884,1139218,1241394, 39.00
1642480,1152432,1280833, 99.00
1600999,1139290,1241503, 99.00
1601104,1139339,1241602, 39.00
1601191,1139375,1241684, 98.00
1608648,1141884,1247843, 98.00
1602735,1139595,1242362, 49.00
1603080,1139630,1242424, 15.00
1603116,1139641,1242456, 98.00
1603119,1139642,1242460, 99.00
1616136,1144134,1255187, 60.00
1608505,1141787,1247699, 49.00
1630031,1146395,1261328, 98.00
1603610,1139855,1242956, 98.00
1608424,1141732,1247619, 49.00
1635795,1149809,1272818, 196.00
1603770,1139916,1243117, 99.00
1603777,1139922,1243124, 49.00
1603785,1139926,1243131, 147.00
1603798,1139935,1243146, 98.00
1603806,1139941,1243153, 147.00
1603831,1139956,1243173, 196.00
1613032,1142980,1252185, 99.00
1603890,1139985,1243233, 98.00
1628669,1145867,1260457, 98.00
1608359,1141690,1247555, 98.00
1603947,1140013,1243286, 98.00
1604026,1140066,1243367, 98.00
1608678,1141897,1247872, 98.00
1604031,1140069,1243372, 98.00
1604039,1140074,1243380, 98.00
1608684,1141899,1247874, 99.00
1604075,1140094,1243414, 98.00
1604076,1140095,1243417, 196.00
1604085,1140101,1243424, 98.00
1604089,1140104,1243430, 98.00
1604143,1140133,1243480, 99.00
1604188,1140166,1243525, 98.00
1604195,1140173,1243531, 98.00
1613134,1143040,1252282, 99.00
1608723,1141924,1247919, 98.00
1604274,1140204,1243610, 147.00
1604308,1140223,1243638, 98.00
1607747,1141321,1246965, 98.00
1604306,1140221,1243635, 99.00
1604316,1140228,1243644, 98.00
1604327,1140237,1243654, 98.00
1604330,1140240,1243657, 196.00
1604329,1140239,1243656, 98.00
1613006,1142966,1252160, 49.00
1632107,1147244,1264879, 147.00
1604351,1140251,1243675, 49.00
1628867,1146011,1260681, 99.00
1604386,1140276,1243702, 98.00
1604472,1140323,1243774, 98.00
1613272,1143122,1252421, 60.00
1604494,1140339,1243796, 98.00
1604504,1140345,1243805, 49.00
1613279,1143126,1252428, 98.00
1604582,1140390,1243881, 98.00
1604605,1140403,1243905, 98.00
1604705,1140447,1243998, 196.00
1604704,1140446,1243997, 98.00
1604765,1140485,1244058, 98.00
1648532,1154517,1286672, 98.00
1628718,1145901,1260503, 98.00
1604859,1140541,1244135, 98.00
1604908,1140576,1244180, 98.00
1604932,1140595,1244193, 98.00
1604942,1140601,1244199, 98.00
1604968,1140613,1244222, 110.00
1605163,1140723,1244401, 60.00
1605156,1140719,1244396, 110.00
1605246,1140763,1244479, 198.00
1605200,1140736,1244435, 98.00
1605205,1140737,1244440, 49.00
1630043,1146399,1261337, 98.00
1616208,1144171,1255254, 98.00
1629892,1146355,1261274, 392.00
1605269,1140774,1244504, 98.00
1605283,1140779,1244518, 98.00
1605543,1140812,1245995, 147.00
1630055,1146402,1261341, 98.00
1605690,1140820,1246012, 98.00
1605758,1140823,1246017, 147.00
1629911,1146359,1261280, 98.00
1605984,1140850,1246059, 55.00
1606035,1140852,1246066, 196.00
1606096,1140855,1246071, 98.00
1608269,1141637,1247473, 196.00
1606437,1140880,1246115, 98.00
1613094,1143017,1252240, 98.00
1606492,1140881,1246120, 98.00
1606512,1140883,1246122, 98.00
1613307,1143140,1252451, 98.00
1606677,1140900,1246149, 196.00
1607075,1140969,1246285, 99.00
1607110,1140990,1246321, 98.00
1607096,1140982,1246307, 98.00
1607147,1141010,1246359, 98.00
1607165,1141022,1246376, 98.00
1607166,1141023,1246377, 98.00
1607179,1141029,1246390, 147.00
1607223,1141052,1246436, 98.00
1607240,1141062,1246453, 196.00
1607232,1141057,1246446, 98.00
1607242,1141063,1246455, 196.00
1607268,1141077,1246483, 99.00
1607329,1141110,1246546, 110.00
1607337,1141114,1246554, 110.00
1616073,1144094,1255128, 98.00
1607353,1141124,1246569, 392.00
1607419,1141153,1246637, 98.00
1632046,1147200,1264810, 196.00
1607436,1141161,1246655, 196.00
1613104,1143022,1252254, 98.00
1607476,1141183,1246694, 49.00
1632052,1147205,1264817, 49.00
1607508,1141198,1246726, 98.00
1607582,1141215,1246800, 147.00
1607584,1141217,1246802, 147.00
1607585,1141218,1246803, 147.00
1607608,1141230,1246826, 529.00
1607637,1141247,1246855, 25.00
1607641,1141250,1246859, 49.00
1607639,1141248,1246857, 98.00
1607692,1141288,1246910, 98.00
1607697,1141293,1246915, 99.00
1607737,1141317,1246960, 196.00
1607729,1141314,1246948, 98.00
1607834,1141377,1247049, 25.00
1607844,1141383,1247061, 98.00
1613316,1143146,1252464, 99.00
1607848,1141385,1247066, 98.00
1607869,1141400,1247086, 98.00
1607876,1141403,1247094, 98.00
1607938,1141438,1247153, 196.00
1635750,1149769,1272772, 98.00
1607952,1141446,1247167, 98.00
1630108,1146415,1261364, 98.00
1647954,1154254,1286122, 529.00
1635631,1149682,1272634, 98.00
1608108,1141540,1247313, 25.00
1608095,1141532,1247307, 98.00
1608214,1141602,1247421, 98.00
1608254,1141630,1247457, 98.00
1608265,1141636,1247469, 98.00
1608300,1141655,1247499, 196.00
1608322,1141671,1247522, 98.00
1608382,1141702,1247583, 38.00
1608444,1141741,1247638, 529.00
1612452,1142670,1251620, 98.00
1608540,1141812,1247735, 25.00
1608558,1141824,1247751, 49.00
1613390,1143184,1252536, 98.00
1608638,1141877,1247834, 597.00
1608674,1141893,1247870, 19.00
1608698,1141910,1247891, 190.00
1608811,1141977,1248004, 196.00
1608770,1141955,1247961, 196.00
1608807,1141975,1247996, 98.00
1608834,1141988,1248025, 38.00
1653917,1155805,1291918, 98.00
1608842,1141993,1248030, 25.00
1608876,1142011,1248062, 196.00
1608892,1142021,1248078, 49.00
1608920,1142032,1248103, 98.00
1608939,1142045,1248122, 49.00
1608948,1142052,1248130, 196.00
1608977,1142069,1248159, 49.00
1608992,1142078,1248174, 98.00
1608995,1142080,1248177, 98.00
1609018,1142091,1248203, 98.00
1609093,1142108,1248534, 392.00
1609081,1142107,1248466, 49.00
1635646,1149692,1272653, 60.00
1609241,1142120,1249836, 196.00
1609279,1142125,1250121, 98.00
1609283,1142126,1250134, 98.00
1613142,1143046,1252296, 98.00
1613141,1143045,1252295, 98.00
1609523,1142161,1250634, 99.00
1609603,1142168,1250647, 147.00
1609672,1142172,1250653, 392.00
1609758,1142180,1250667, 98.00
1609906,1142191,1250682, 196.00
1609966,1142197,1250698, 98.00
1610247,1142215,1250726, 198.00
1610522,1142238,1250764, 98.00
1611099,1142272,1250838, 98.00
1616245,1144191,1255291, 49.00
1611281,1142284,1250858, 7184.00
1611414,1142292,1250877, 38.00
1611510,1142300,1250890, 147.00
1611578,1142306,1250902, 98.00
1611645,1142316,1250916, 49.00
1611647,1142317,1250920, 98.00
1611727,1142331,1250946, 98.00
1611757,1142336,1250956, 25.00
1611862,1142373,1251029, 49.00
1611911,1142399,1251077, 196.00
1611920,1142405,1251086, 98.00
1611939,1142417,1251105, 98.00
1611961,1142430,1251129, 98.00
1611971,1142435,1251138, 49.00
1611976,1142438,1251144, 49.00
1612064,1142485,1251233, 98.00
1612093,1142498,1251262, 98.00
1612102,1142505,1251271, 49.00
1612123,1142517,1251295, 98.00
1612126,1142519,1251300, 294.00
1612176,1142542,1251345, 98.00
1612606,1142754,1251774, 25.00
1612256,1142586,1251424, 24.00
1612263,1142590,1251431, 24.00
1612265,1142591,1251433, 24.00
1612321,1142597,1251489, 49.00
1612338,1142603,1251506, 24.00
1612340,1142604,1251508, 24.00
1612895,1142908,1252049, 24.00
1612369,1142618,1251537, 24.00
1612376,1142622,1251544, 24.00
1612389,1142630,1251557, 24.00
1612415,1142648,1251583, 98.00
1612418,1142650,1251585, 24.00
1616272,1144206,1255317, 24.00
1612421,1142653,1251589, 24.00
1612446,1142667,1251614, 98.00
1612458,1142675,1251626, 24.00
1612495,1142688,1251669, 98.00
1612521,1142701,1251689, 294.00
1612523,1142703,1251691, 49.00
1612528,1142707,1251696, 294.00
